0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
0,0,0,2,2,3,2,1,0,0,0,1,3,5,236,127,0,2,4,5,49,233,96,156,0,3,8,74,251,19,184,147,0,3,44,251,35,33,251,4,0,4,242,151,197,248,41,3,0,0,127,240,129,1,1,3,0,0,0,0,0,0,0,0,0
0,0,0,4,1,9,11,0,0,0,0,2,15,253,0,4,0,0,0,4,220,130,240,1,0,0,0,31,208,6,184,2,0,0,0,87,30,2,253,8,0,0,0,46,75,118,105,13,0,0,0,2,241,212,1,2,0,0,0,0,0,0,0,0,0
0,0,0,1,4,2,4,4,0,0,0,5,179,239,89,3,0,4,6,139,61,0,101,3,0,3,8,131,2,1,1,95,0,2,158,2,4,3,4,152,0,5,85,30,5,0,85,38,0,2,4,194,243,227,61,2,0,0,0,0,0,0,0,0,0
0,2,1,1,4,2,0,0,0,1,4,1,163,3,3,1,0,2,21,249,253,248,131,1,1,1,175,169,102,105,220,248,1,0,186,1,1,2,13,253,2,1,125,79,5,13,243,59,0,3,4,223,251,250,82,7,1,0,0,6,2,1,0,2,0
0,4,1,5,10,0,5,3,0,7,5,2,4,10,1,2,0,0,2,228,218,199,243,22,1,1,4,244,12,0,7,245,0,5,4,15,2,2,3,216,2,2,36,2,4,13,61,133,0,4,3,18,14,222,126,1,0,2,7,17,72,9,2,0,0
0,0,0,1,3,1,7,2,0,0,0,1,4,123,5,5,0,0,0,15,224,0,202,3,0,0,0,50,3,0,68,4,0,0,0,155,2,2,169,5,0,0,0,176,3,3,112,2,0,0,0,51,61,216,2,6,0,0,0,7,3,0,0,0,0
0,0,0,2,2,2,0,0,0,0,0,1,1,3,0,0,0,6,15,102,250,173,52,1,3,1,2,232,245,196,244,235,4,2,191,3,5,8,4,239,7,2,80,178,17,11,159,94,4,1,10,0,11,4,3,1,6,0,0,0,0,0,0,0,0
0,0,0,2,5,3,1,0,0,0,0,1,5,113,176,3,0,0,0,2,65,248,253,2,0,0,0,2,250,29,254,1,0,1,1,195,117,125,167,4,0,1,4,247,7,253,8,2,0,1,3,244,253,23,7,5,0,0,0,4,4,4,0,0,0
0,0,0,4,0,2,2,5,0,0,0,20,85,24,4,1,0,3,4,174,17,99,249,10,0,0,0,253,5,3,106,25,0,2,4,168,22,7,17,21,0,0,0,75,218,2,189,41,0,0,0,3,164,248,167,6,0,0,0,0,0,0,0,0,0
0,0,0,4,4,0,14,3,0,0,0,5,1,23,243,82,0,8,1,4,36,197,2,163,0,1,3,22,185,4,7,141,0,3,0,240,0,2,234,2,0,1,145,24,4,241,5,5,0,2,129,253,116,0,5,4,0,0,0,0,0,0,0,0,0
0,0,0,2,1,6,10,4,0,0,0,2,10,79,233,1,0,0,0,5,220,251,223,5,0,0,0,73,49,8,205,10,0,0,2,235,17,4,248,2,0,7,2,252,29,232,91,5,0,2,2,41,250,87,4,0,0,0,0,0,0,0,0,0,0
0,0,0,5,6,4,3,5,0,0,0,2,2,240,177,6,0,0,0,5,229,2,223,3,0,0,0,58,27,5,183,6,0,0,0,242,1,1,143,2,0,1,3,209,1,6,221,1,0,3,1,122,225,227,5,8,0,0,0,0,0,0,0,0,0
0,0,0,8,1,2,1,7,0,0,0,3,231,131,12,1,0,1,1,211,134,25,232,25,0,2,1,250,4,0,4,232,0,1,2,225,5,2,7,226,0,1,4,250,47,1,228,21,0,5,5,25,241,238,125,8,0,0,0,0,0,0,0,0,0
0,0,0,4,2,2,2,5,0,0,0,2,4,232,11,1,0,0,0,1,89,10,229,2,0,0,0,17,20,6,97,0,0,0,0,171,4,1,6,0,0,0,0,226,5,1,178,2,0,0,0,61,228,193,1,4,0,0,0,0,0,0,0,0,0
0,0,0,3,2,6,1,1,0,0,0,12,191,43,71,2,0,3,1,113,251,223,248,102,3,0,1,246,62,3,6,246,9,3,1,251,14,7,3,252,7,5,8,251,20,10,233,214,0,2,1,198,247,249,181,3,0,0,0,5,1,2,0,0,0
0,0,0,3,1,3,3,6,0,0,0,3,0,2,1,1,0,0,0,1,18,253,236,93,0,0,0,2,233,98,6,237,0,1,3,123,46,3,191,75,0,7,126,25,128,234,11,5,0,5,217,128,5,1,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3,2,3,2,0,0,0,0,1,1,91,16,0,0,0,6,14,246,141,1,0,0,0,12,250,5,238,2,0,0,1,213,4,2,237,1,0,1,0,249,4,151,86,0,0,1,5,19,181,0,2,5,0,0,0,0,0,0,0,0,0
0,0,0,5,0,3,7,10,0,0,0,3,185,16,92,0,0,3,3,65,249,254,249,229,3,6,2,248,28,2,11,248,2,6,187,172,11,2,28,249,5,0,192,138,2,63,249,6,0,0,94,252,253,227,4,6,0,5,10,4,2,1,0,0,0
0,0,0,9,5,3,5,3,0,0,0,2,13,76,2,4,0,0,0,1,231,162,147,1,0,0,0,2,249,23,224,10,0,0,0,1,204,6,221,3,0,0,0,24,38,28,119,0,0,0,0,53,179,174,7,3,0,0,0,1,2,0,0,0,0
0,0,0,3,4,4,10,4,0,0,0,3,2,216,251,5,0,2,4,6,247,179,248,2,0,6,2,194,154,2,250,1,0,0,0,254,4,0,247,4,0,0,1,249,12,168,231,3,0,1,2,234,252,184,12,3,0,0,0,0,0,0,0,0,0
0,3,4,1,1,2,3,1,0,7,21,63,63,64,6,4,0,0,187,248,231,225,247,78,4,0,187,252,1,1,188,244,2,0,188,252,12,0,241,249,0,4,1,250,214,233,253,203,3,1,7,15,186,232,101,1,5,0,0,0,0,0,0,0,0
0,0,0,5,3,2,0,2,0,0,0,6,47,144,9,9,0,3,3,1,251,40,237,101,0,1,7,69,165,0,1,229,0,1,1,251,3,4,27,123,0,3,8,202,5,86,201,2,0,0,4,188,218,121,1,1,0,0,0,0,0,0,0,0,0
0,0,0,1,5,2,10,3,0,0,0,4,65,242,7,3,0,2,4,44,59,1,228,2,0,1,6,175,10,1,9,194,1,6,178,1,9,4,4,130,0,2,89,10,1,3,9,200,6,5,2,158,216,226,107,1,1,0,0,0,0,0,0,0,0
0,0,0,2,2,1,5,12,0,0,0,2,4,221,27,2,0,3,12,5,228,166,223,180,5,1,2,235,3,1,15,69,2,11,120,1,3,1,7,231,1,5,100,5,2,3,213,2,0,7,0,196,224,14,1,3,0,0,0,0,0,0,0,0,0
0,0,0,11,6,4,8,1,0,0,0,2,28,190,2,2,0,0,3,107,249,252,248,253,0,1,17,251,228,252,135,253,0,1,198,131,6,2,135,178,0,2,199,126,5,74,246,5,0,4,5,241,246,215,3,6,0,0,0,1,1,1,0,0,0
0,0,0,1,0,6,6,5,0,0,0,1,1,130,244,56,0,5,2,1,17,243,62,249,0,2,5,16,227,2,4,245,0,2,21,187,3,3,193,69,0,1,245,5,81,239,63,2,0,3,202,219,59,1,6,5,0,0,0,0,0,0,0,0,0
0,0,0,1,0,1,1,0,0,0,0,4,2,1,1,8,0,3,2,6,12,250,185,172,0,2,1,11,242,55,3,217,0,6,31,230,3,5,205,4,0,5,209,209,236,91,2,1,0,6,5,4,3,2,1,3,0,0,0,0,0,0,0,0,0
0,0,0,3,3,1,1,1,0,0,0,4,4,141,165,2,0,0,0,2,24,220,252,3,0,0,0,5,254,11,242,3,0,2,1,251,46,71,165,1,0,0,1,249,207,251,6,4,0,3,0,133,108,3,1,3,0,0,0,0,0,0,0,0,0
0,0,0,3,1,0,3,0,0,0,0,4,9,160,34,8,0,6,2,140,109,3,195,5,0,1,0,228,2,0,1,14,0,1,2,228,0,0,27,19,0,2,3,230,4,1,245,8,0,3,4,166,120,205,2,4,0,0,0,2,1,2,0,0,0
0,1,1,0,1,1,2,3,0,2,5,0,0,20,249,27,0,0,0,1,1,222,1,126,0,0,0,3,188,4,1,75,0,1,0,109,20,4,132,0,0,3,4,161,2,127,42,2,0,1,8,237,200,4,5,11,0,0,0,0,0,0,0,0,0
0,0,0,1,4,0,3,1,0,0,0,6,37,211,69,1,0,3,3,30,221,2,147,31,0,3,0,246,3,1,24,129,0,0,2,228,0,0,172,7,0,3,1,208,4,59,196,1,0,1,3,186,237,113,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,4,2,0,0,0,1,1,198,103,0,0,7,1,0,219,202,251,5,0,3,8,44,243,0,253,1,0,1,1,253,27,11,254,1,0,1,8,253,9,139,230,5,0,3,4,148,219,212,4,3,0,0,0,0,0,0,0,0,0
0,0,0,5,1,1,3,3,0,0,0,3,7,128,157,2,0,6,3,4,181,248,34,229,1,2,4,109,236,2,8,223,0,3,16,251,4,7,5,252,6,5,112,86,2,56,235,28,0,1,6,250,245,202,17,3,0,1,0,1,3,4,0,0,0
0,0,0,1,3,5,2,1,0,0,0,4,0,0,0,2,0,0,0,4,229,160,115,222,0,2,2,244,1,3,9,247,0,1,145,76,5,0,9,217,0,8,241,121,128,221,98,2,0,4,2,2,6,2,2,1,0,0,0,0,0,0,0,0,0
0,0,0,4,4,1,0,1,0,0,0,5,39,95,252,6,0,6,7,9,246,248,248,208,0,2,6,211,253,17,226,207,0,7,72,251,52,70,254,105,0,0,179,251,233,250,61,5,0,4,53,249,196,3,0,2,0,0,0,0,0,0,0,0,0
0,0,0,4,1,10,2,7,0,0,0,10,42,83,3,4,0,1,1,141,132,1,219,55,0,2,13,199,6,8,11,204,1,1,134,3,1,2,3,196,0,1,85,164,4,8,222,110,0,0,2,51,163,53,3,12,0,0,0,0,0,0,0,0,0
0,0,0,6,2,0,0,0,0,0,0,4,2,34,173,3,0,3,2,66,242,236,244,9,2,7,33,153,3,6,11,243,3,2,190,0,2,2,1,249,6,0,170,2,5,1,90,72,0,1,11,238,129,252,48,1,0,0,0,5,1,0,0,0,0
0,0,0,3,1,2,3,1,0,0,0,1,7,254,3,3,0,0,0,0,221,248,82,7,0,0,0,44,248,42,253,9,0,1,2,234,31,1,210,0,0,0,3,253,128,197,245,3,0,4,1,7,174,108,2,4,0,0,0,0,0,0,0,0,0
0,0,0,3,13,4,4,9,0,0,0,4,61,235,13,2,0,3,6,23,219,3,249,3,0,3,5,245,6,3,7,202,0,1,1,239,2,5,6,209,0,1,2,247,52,125,253,4,0,6,3,35,166,79,3,8,0,0,0,0,0,0,0,0,0
0,0,0,10,1,8,11,3,0,0,0,4,7,56,189,3,0,1,6,10,251,57,28,198,0,6,3,246,25,3,2,252,0,4,221,65,1,2,5,218,0,5,138,148,3,125,249,7,0,4,1,10,103,1,6,5,0,0,0,0,0,0,0,0,0
0,0,0,2,2,2,11,4,0,0,0,2,2,165,129,0,0,1,5,10,254,104,253,11,0,1,2,227,31,2,110,151,0,1,6,245,10,5,2,163,0,0,3,239,2,1,229,16,0,6,1,216,203,250,64,5,0,0,0,8,3,1,5,5,0
0,0,0,2,1,1,0,7,0,0,0,3,157,9,2,2,0,0,0,56,218,238,11,3,0,0,0,1,235,32,169,2,0,0,0,2,210,34,140,1,0,0,0,1,72,191,42,2,0,0,0,1,242,183,5,2,0,0,0,2,2,2,0,0,0
0,0,0,4,3,1,9,1,0,0,0,0,8,129,185,4,0,0,0,3,110,241,243,1,0,0,0,15,255,2,76,7,0,0,0,197,89,5,189,5,0,1,2,244,14,130,168,5,0,2,2,205,226,61,11,1,0,0,0,0,0,0,0,0,0
0,0,2,6,3,1,7,4,0,0,0,26,223,211,37,2,0,8,5,251,3,2,225,33,1,1,101,254,3,5,0,223,3,2,139,235,5,3,4,253,2,3,33,248,15,0,1,251,6,4,1,6,197,225,214,4,4,0,0,0,0,0,0,0,0
0,1,3,6,8,2,3,1,0,0,2,11,219,180,3,5,0,3,5,226,104,249,186,2,0,3,119,16,29,23,140,78,0,1,194,7,2,1,20,191,0,4,16,197,8,1,227,119,0,1,4,125,211,226,70,1,0,0,0,0,0,0,0,0,0
0,0,0,2,3,2,3,5,0,0,0,6,1,35,4,2,0,0,1,6,247,236,227,47,2,1,2,170,252,0,1,209,4,4,3,213,5,4,34,241,5,2,118,23,3,212,120,3,0,0,120,247,173,8,1,4,0,0,0,1,2,0,0,0,0
0,0,0,5,3,7,6,0,0,0,0,5,205,221,10,2,0,3,2,46,169,2,227,1,0,2,1,245,3,9,2,128,0,3,3,182,1,6,9,202,0,0,2,177,4,3,184,11,0,3,0,175,249,204,17,8,0,0,0,0,0,0,0,0,0
0,0,0,5,11,8,5,8,0,0,0,3,2,242,0,3,0,0,0,5,144,215,156,2,0,0,0,2,234,1,225,2,0,0,0,105,14,1,186,2,0,0,4,214,6,27,85,4,0,1,3,206,244,136,4,2,0,0,0,0,0,0,0,0,0
0,0,0,3,6,1,6,4,0,0,0,1,3,10,226,13,0,0,0,2,8,252,250,126,0,0,0,4,214,60,14,204,0,1,0,185,166,161,214,1,0,14,112,250,248,112,2,1,0,10,216,214,5,1,3,2,0,0,0,0,0,0,0,0,0
0,0,0,7,2,5,0,1,0,0,0,1,2,68,189,3,0,3,1,1,136,216,203,76,0,3,8,62,218,1,175,57,0,2,4,253,6,1,247,5,0,4,20,180,8,227,62,2,0,0,55,243,246,17,2,1,0,1,1,1,2,1,0,0,0
0,0,0,0,3,1,1,1,0,0,0,4,125,100,9,10,0,0,0,67,245,223,250,31,0,2,2,247,52,1,186,132,0,2,1,253,42,3,217,51,0,2,3,188,204,205,248,2,0,3,1,16,248,243,4,8,0,0,0,5,0,0,0,0,0
0,0,0,7,7,4,1,4,0,0,0,5,39,169,2,2,0,0,0,2,250,182,119,2,0,0,0,2,238,4,253,3,0,0,0,3,254,61,82,6,0,0,0,5,246,209,12,0,0,0,0,17,248,182,3,1,0,0,0,6,3,3,0,0,0
0,0,0,4,3,3,1,4,0,0,0,2,50,2,0,1,0,5,2,14,201,121,244,158,0,0,2,236,14,27,2,244,0,1,117,169,2,2,77,160,0,4,233,2,5,212,172,10,0,0,52,235,179,3,7,11,0,0,0,0,0,0,0,0,0
0,0,0,0,3,2,9,6,0,0,0,0,5,1,31,3,0,3,4,3,13,253,242,147,0,3,8,39,251,22,5,244,0,4,34,235,6,12,238,53,0,3,220,9,166,237,30,4,0,2,62,226,23,1,0,1,0,0,0,0,0,0,0,0,0
0,0,0,3,1,1,2,1,0,0,0,5,4,2,7,1,0,0,0,109,211,219,178,11,1,8,57,167,7,1,2,240,1,7,159,47,6,1,1,150,3,0,7,244,189,197,227,51,5,0,0,1,2,5,15,7,3,0,0,0,0,0,0,0,0
0,11,1,2,1,2,3,1,0,4,1,3,72,57,7,1,0,0,0,172,250,252,90,3,0,0,0,39,134,3,253,4,0,1,1,155,23,6,243,1,0,3,1,246,120,242,249,3,0,0,4,85,243,199,7,3,0,0,0,0,0,0,0,0,0
0,0,0,2,2,3,4,3,0,0,0,1,0,43,107,0,0,0,1,7,240,191,249,1,0,4,6,239,212,21,80,6,0,2,1,124,4,1,186,1,0,2,0,173,3,5,224,4,0,0,0,215,183,248,10,14,0,0,0,2,1,2,0,0,0
0,0,0,0,0,1,0,4,0,0,0,5,9,3,1,1,0,1,3,11,231,184,232,221,2,0,2,232,35,113,119,115,2,2,8,136,106,2,126,0,2,1,84,0,3,3,224,3,0,0,5,220,34,197,10,3,0,1,0,6,63,4,0,0,0
0,0,0,2,2,3,1,2,0,0,0,28,238,2,2,1,0,3,1,242,9,73,208,5,0,2,0,181,0,4,1,192,0,1,2,182,3,0,5,209,0,6,0,234,5,1,7,80,0,3,1,4,225,247,166,2,0,0,0,0,0,0,0,0,0
0,0,0,1,1,4,2,5,0,0,0,2,0,7,1,5,0,2,1,185,253,251,213,240,0,7,213,26,1,6,235,4,0,3,250,3,1,2,8,148,0,10,83,214,73,71,238,30,0,4,7,5,65,2,2,2,0,0,0,0,0,0,0,0,0
0,0,0,1,2,2,9,10,0,0,0,5,1,2,59,25,0,2,0,1,178,235,237,175,0,1,11,247,24,15,4,218,0,2,234,1,6,2,112,102,0,3,227,197,143,214,92,7,0,4,1,6,71,4,3,10,0,0,0,0,0,0,0,0,0
0,0,0,2,5,1,1,0,0,0,0,3,10,123,75,8,0,6,1,4,241,250,221,8,0,0,3,116,50,16,2,202,0,2,1,242,1,1,6,144,0,6,2,175,5,5,223,1,0,3,0,237,188,242,11,3,0,0,0,5,5,8,0,0,0
0,0,0,4,4,4,2,1,0,0,0,3,5,191,74,8,0,3,2,26,252,72,81,82,1,0,1,247,5,0,10,227,0,3,175,76,4,3,2,135,1,6,141,173,8,14,182,100,2,3,8,60,169,70,5,4,3,0,0,0,0,0,0,0,0
0,0,0,4,3,4,6,2,0,0,0,0,3,227,11,7,0,0,0,1,129,210,223,24,0,0,0,5,252,2,25,192,0,0,2,137,60,4,230,32,0,4,2,253,33,253,92,3,0,0,0,251,201,1,12,1,0,0,0,0,0,0,0,0,0
0,0,0,4,4,2,2,6,0,0,0,0,95,205,203,12,0,2,2,109,42,0,2,132,0,2,0,180,6,1,1,213,0,5,70,2,5,2,2,200,3,1,76,129,6,1,105,52,0,7,8,31,190,174,5,3,0,0,0,0,0,0,0,0,0
0,0,0,3,1,1,0,0,0,0,0,2,3,174,0,1,0,3,1,242,184,253,57,11,3,2,143,35,3,1,26,215,1,0,142,35,1,5,1,89,4,3,2,234,112,25,31,235,1,8,3,1,1,92,50,6,2,0,0,0,0,0,0,0,0
0,0,0,2,2,1,1,0,0,0,0,2,3,84,151,3,0,1,3,1,177,137,210,211,2,3,3,149,76,2,4,135,1,6,19,185,3,6,34,209,2,3,177,4,49,209,106,7,0,0,0,106,40,2,3,1,0,0,0,0,0,0,0,0,0
0,0,0,2,1,6,1,1,0,0,0,2,2,151,48,10,0,1,4,56,249,234,246,7,0,7,1,250,47,2,104,182,0,0,71,190,2,6,32,166,0,1,121,142,1,12,245,4,0,2,2,247,247,250,48,5,0,0,0,5,2,0,0,0,0
0,0,0,5,17,2,3,1,0,0,0,3,2,192,68,10,0,2,3,9,218,3,230,3,0,2,4,213,3,1,122,8,0,5,5,49,1,0,208,6,0,6,1,150,2,7,98,4,0,1,2,109,176,202,2,3,0,0,0,0,0,0,0,0,0
0,0,0,7,2,9,2,5,0,0,0,7,192,206,1,0,0,4,1,121,41,101,204,1,0,1,3,254,2,1,158,49,0,3,2,219,5,1,2,169,0,3,1,249,6,1,58,74,0,1,2,4,210,253,202,2,0,0,0,0,0,0,0,0,0
0,0,0,6,5,6,1,5,0,0,0,4,178,218,36,2,0,1,1,96,242,252,252,1,0,0,3,247,58,231,212,41,0,1,6,253,13,219,225,44,0,6,4,207,162,72,250,5,0,1,0,8,242,249,29,3,0,0,0,0,0,0,0,0,0
0,0,0,1,1,0,5,1,0,0,0,3,11,252,212,2,0,5,0,2,28,245,152,144,0,2,6,3,248,4,3,225,0,1,13,249,11,6,82,183,0,8,188,46,10,117,241,8,0,1,147,254,223,16,2,6,0,0,0,0,0,0,0,0,0
0,1,3,5,2,7,7,2,0,0,1,33,227,214,15,4,0,3,2,248,9,22,247,6,1,2,107,81,5,1,19,238,7,2,95,106,5,2,1,218,5,2,9,249,52,1,2,251,1,0,4,2,149,223,201,21,0,0,0,0,0,0,0,0,0
0,0,0,0,5,1,2,12,0,0,0,8,32,249,248,1,0,2,2,107,255,94,64,171,0,3,8,250,39,2,18,205,0,1,211,190,9,5,189,130,0,4,143,193,132,194,249,9,0,1,2,212,253,198,6,2,0,0,0,0,0,0,0,0,0
0,0,0,4,0,3,3,1,0,0,2,6,106,77,2,1,0,0,12,246,25,220,251,5,7,1,158,116,1,3,223,200,3,3,130,172,3,2,1,247,1,5,5,247,185,142,229,222,1,6,0,5,66,93,9,2,3,0,0,0,0,0,0,0,0
0,0,0,2,6,3,0,0,0,0,0,4,2,8,0,0,0,3,1,237,136,215,33,3,4,2,3,43,2,3,10,172,2,0,0,183,2,7,6,4,64,1,7,22,235,153,81,206,7,3,0,0,3,2,2,2,1,0,0,0,0,0,0,0,0
0,0,0,1,1,3,1,3,0,0,0,4,72,243,169,5,0,1,1,49,112,2,5,163,0,1,1,246,1,1,0,166,0,0,8,222,4,1,1,170,0,6,0,169,22,3,50,37,0,2,1,4,171,251,182,2,0,0,0,0,0,0,0,0,0
0,0,0,1,7,8,0,1,0,0,0,30,238,41,1,0,0,6,1,253,16,110,82,4,0,2,4,208,4,0,213,3,0,7,2,251,3,1,164,11,0,0,0,46,105,2,199,80,0,0,0,1,82,241,217,4,0,0,0,0,0,0,0,0,0
0,0,0,6,2,0,3,6,0,0,0,3,195,93,16,3,0,6,4,250,246,253,249,87,0,5,109,251,22,17,243,213,0,2,253,219,1,0,101,252,0,1,251,250,199,242,251,185,0,7,9,136,214,209,34,5,0,0,0,0,0,0,0,0,0
0,0,0,4,10,4,10,7,0,0,0,2,147,214,4,2,0,0,0,34,20,3,199,8,0,1,1,183,2,4,200,5,0,2,1,212,0,2,208,6,0,1,1,230,9,22,95,6,0,1,2,56,249,163,7,1,0,0,0,0,0,0,0,0,0
0,0,0,1,5,7,5,1,0,0,0,2,0,177,74,3,0,3,3,4,53,250,253,1,0,1,4,133,250,54,249,9,0,3,1,253,8,2,249,6,0,3,1,252,8,120,242,3,0,1,3,82,250,197,9,3,0,0,0,0,0,0,0,0,0
0,0,0,4,4,2,7,6,0,0,0,4,0,28,214,108,0,0,3,8,125,223,31,243,6,1,5,66,253,0,4,201,3,2,9,218,176,0,13,182,0,4,188,8,0,47,204,5,0,6,71,253,225,62,10,3,0,0,0,0,0,0,0,0,0
0,0,0,0,1,2,0,1,0,0,0,2,2,141,249,0,0,5,2,3,201,156,250,2,0,9,16,211,75,2,230,2,0,4,11,228,4,2,205,4,0,3,138,21,45,217,217,2,0,2,45,192,190,71,7,7,0,0,0,0,0,0,0,0,0
0,0,0,9,1,5,1,4,0,0,0,6,112,251,190,7,0,0,0,4,228,1,57,4,0,0,0,45,55,9,16,12,0,0,0,227,2,3,212,8,0,5,1,250,6,162,58,3,0,1,1,187,247,13,1,2,0,0,0,0,0,0,0,0,0
0,0,0,0,1,3,2,2,0,0,0,3,0,216,239,8,0,0,0,3,165,24,1,3,0,0,0,20,81,6,5,5,0,1,1,121,9,0,228,4,0,0,2,247,104,219,63,5,0,2,7,140,190,4,1,3,0,0,0,0,0,0,0,0,0
0,0,0,8,1,2,2,7,0,0,0,0,1,201,217,1,0,2,9,2,229,43,8,234,2,3,4,228,63,1,2,252,7,2,14,228,8,8,238,8,1,4,183,1,42,237,8,8,0,9,54,251,148,5,0,10,0,0,0,0,0,0,0,0,0
0,0,0,3,1,1,1,3,0,0,0,5,8,2,3,4,0,0,1,127,174,235,220,36,4,7,94,74,4,38,32,234,2,2,168,15,3,3,3,111,1,1,3,253,218,175,249,62,3,1,5,1,1,1,5,2,0,0,0,0,0,0,0,0,0
0,0,0,7,1,5,4,6,0,0,0,3,2,223,44,4,0,0,0,3,50,46,213,1,0,0,0,2,195,1,203,3,0,0,0,209,6,5,230,2,0,13,6,210,5,187,15,2,0,3,5,49,171,8,8,1,0,0,0,0,0,0,0,0,0
0,0,0,2,9,4,1,6,0,0,0,7,1,129,3,1,0,3,2,3,249,210,244,11,0,0,1,173,20,4,182,23,0,5,2,243,1,4,193,1,0,1,1,249,11,11,228,7,0,0,4,226,78,221,4,4,0,0,0,5,4,2,0,0,0
